,Location,Range,Row,variable,value
2599,Location 2,10,5,Mg,-33023.917274526626
2600,Location 3,1,1,Mg,-9208.689871323671
2601,Location 3,2,1,Mg,-27772.245411259206
2602,Location 3,3,1,Mg,87600.1082027822
2603,Location 3,4,1,Mg,14202.845933060806
2604,Location 3,5,1,Mg,-73626.81925453557
2605,Location 3,6,1,Mg,-83642.49782987955
2606,Location 3,7,1,Mg,103676.19382653513
2607,Location 3,8,1,Mg,-7234.0600395898455
2608,Location 3,9,1,Mg,128694.20405262202
2609,Location 3,10,1,Mg,-22220.42501444539
2610,Location 3,1,2,Mg,-22475.942596464123
2611,Location 3,2,2,Mg,-82322.80359423032
2612,Location 3,3,2,Mg,47881.03935821193
2613,Location 3,4,2,Mg,-10786.477920976293
2614,Location 3,5,2,Mg,722.6553326715566
2615,Location 3,6,2,Mg,-103761.18234850622
2616,Location 3,7,2,Mg,-56052.08980981362
2617,Location 3,8,2,Mg,82282.95360984458
2618,Location 3,9,2,Mg,-18842.839633241285
2619,Location 3,10,2,Mg,-160978.1047640778
2620,Location 3,1,3,Mg,121375.79903684084
2621,Location 3,2,3,Mg,-13307.446894933655
2622,Location 3,3,3,Mg,83047.3341247565
2623,Location 3,4,3,Mg,-176893.529867249
2624,Location 3,5,3,Mg,-50012.00903601744
2625,Location 3,6,3,Mg,54537.482841339275
2626,Location 3,7,3,Mg,-92492.40952247601
2627,Location 3,8,3,Mg,-172264.8689411332
2628,Location 3,9,3,Mg,18778.230821798763
2629,Location 3,10,3,Mg,-47525.75952696307
2630,Location 3,1,4,Mg,37372.718095869466
2631,Location 3,2,4,Mg,-16343.463248455775
2632,Location 3,3,4,Mg,-39057.95064473635
2633,Location 3,4,4,Mg,-33136.817992643184
2634,Location 3,5,4,Mg,104036.5806419804
2635,Location 3,6,4,Mg,-29752.543429628528
2636,Location 3,7,4,Mg,-7395.160732794733
2637,Location 3,8,4,Mg,53579.694013408975
2638,Location 3,9,4,Mg,9895.420684277025
2639,Location 3,10,4,Mg,45426.03349266459
2640,Location 3,1,5,Mg,117696.89545523793
2641,Location 3,2,5,Mg,-69716.74760815431
2642,Location 3,3,5,Mg,-14889.74152916733
2643,Location 3,4,5,Mg,99517.41184099624
2644,Location 3,5,5,Mg,-35625.66428269254
2645,Location 3,6,5,Mg,41441.250885020054
2646,Location 3,7,5,Mg,-41301.63820644598
2647,Location 3,8,5,Mg,-106827.85939939921
2648,Location 3,9,5,Mg,-5456.462502911711
2649,Location 3,10,5,Mg,-39533.520601784
2650,Location 4,1,1,Mg,-66814.61831885243
2651,Location 4,2,1,Mg,13612.950880356939
2652,Location 4,3,1,Mg,57717.77399482352
2653,Location 4,4,1,Mg,-57695.423228051135
2654,Location 4,5,1,Mg,-63182.12501937156
2655,Location 4,6,1,Mg,47232.927434885896
2656,Location 4,7,1,Mg,-18262.37653488021
2657,Location 4,8,1,Mg,-95713.58145264955
2658,Location 4,9,1,Mg,-21546.21387293938
2659,Location 4,10,1,Mg,-36037.46167087317
2660,Location 4,1,2,Mg,-55059.23258059122
2661,Location 4,2,2,Mg,-41105.59141836299
2662,Location 4,3,2,Mg,-24885.16585885416
2663,Location 4,4,2,Mg,66767.13571509135
2664,Location 4,5,2,Mg,-19768.532271318036
2665,Location 4,6,2,Mg,-67932.00343017842
2666,Location 4,7,2,Mg,-86212.38639679969
2667,Location 4,8,2,Mg,14021.376779214203
2668,Location 4,9,2,Mg,-38505.36756197283
2669,Location 4,10,2,Mg,2180.7701666903768
2670,Location 4,1,3,Mg,-83764.66668541038
2671,Location 4,2,3,Mg,20165.948585759703
2672,Location 4,3,3,Mg,-82986.13553232391
2673,Location 4,4,3,Mg,115078.0296589804
2674,Location 4,5,3,Mg,91563.92199195121
2675,Location 4,6,3,Mg,107211.68188483317
2676,Location 4,7,3,Mg,92983.9507175787
2677,Location 4,8,3,Mg,80186.92236559835
2678,Location 4,9,3,Mg,-20578.510560736366
2679,Location 4,10,3,Mg,65442.88048364287
2680,Location 4,1,4,Mg,-113494.6717580265
2681,Location 4,2,4,Mg,5471.170388792812
2682,Location 4,3,4,Mg,-47360.34935418303
2683,Location 4,4,4,Mg,43322.075686052434
2684,Location 4,5,4,Mg,-40383.97956466195
2685,Location 4,6,4,Mg,121477.16681151208
2686,Location 4,7,4,Mg,13589.453922269515
2687,Location 4,8,4,Mg,-21363.680892776978
2688,Location 4,9,4,Mg,-125031.50864746064
2689,Location 4,10,4,Mg,-43491.26971686414
2690,Location 4,1,5,Mg,185793.09592227856
2691,Location 4,2,5,Mg,82805.46698076178
2692,Location 4,3,5,Mg,75693.71239807595
2693,Location 4,4,5,Mg,92777.31129407922
2694,Location 4,5,5,Mg,-51390.61709941544
2695,Location 4,6,5,Mg,-29101.859649545782
2696,Location 4,7,5,Mg,-31668.658785119544
2697,Location 4,8,5,Mg,-114955.44331114099
2698,Location 4,9,5,Mg,2972.9035200528515
2699,Location 4,10,5,Mg,-90205.60454091939
2700,Location 5,1,1,Mg,131243.14753190408
2701,Location 5,2,1,Mg,45153.20107656569
2702,Location 5,3,1,Mg,-45.17503845590272
2703,Location 5,4,1,Mg,-8936.621055252717
2704,Location 5,5,1,Mg,3137.4736896345084
2705,Location 5,6,1,Mg,132746.53172356667
2706,Location 5,7,1,Mg,-3315.5899077887852
2707,Location 5,8,1,Mg,88406.91173851839
2708,Location 5,9,1,Mg,-138909.35562205352
2709,Location 5,10,1,Mg,-14739.632286572825
2710,Location 5,1,2,Mg,30660.893326866364
2711,Location 5,2,2,Mg,56208.555554228085
2712,Location 5,3,2,Mg,-39749.65872559314
2713,Location 5,4,2,Mg,-114261.02913447616
2714,Location 5,5,2,Mg,-57012.174810008415
2715,Location 5,6,2,Mg,76081.94339580549
2716,Location 5,7,2,Mg,-83390.05873296768
2717,Location 5,8,2,Mg,45771.27019526602
2718,Location 5,9,2,Mg,55406.6947697188
2719,Location 5,10,2,Mg,60617.8824707514
2720,Location 5,1,3,Mg,-85934.17875601018
2721,Location 5,2,3,Mg,64657.55291304762
2722,Location 5,3,3,Mg,-51606.95535052634
2723,Location 5,4,3,Mg,37834.15907983596
2724,Location 5,5,3,Mg,79022.57646618382
2725,Location 5,6,3,Mg,40614.154331681064
2726,Location 5,7,3,Mg,-9757.49299306336
2727,Location 5,8,3,Mg,-844.8622191917552
2728,Location 5,9,3,Mg,52738.514919273315
2729,Location 5,10,3,Mg,46422.41960363692
2730,Location 5,1,4,Mg,-22152.11866234229
2731,Location 5,2,4,Mg,-91607.74704666776
2732,Location 5,3,4,Mg,22411.50701615908
2733,Location 5,4,4,Mg,89792.02880053542
2734,Location 5,5,4,Mg,16905.035037823698
2735,Location 5,6,4,Mg,-24567.393265992603
2736,Location 5,7,4,Mg,-57047.927133573336
2737,Location 5,8,4,Mg,-35945.732141830034
2738,Location 5,9,4,Mg,9826.79160641809
2739,Location 5,10,4,Mg,-64697.86176023352
2740,Location 5,1,5,Mg,1164.9787146624426
2741,Location 5,2,5,Mg,-61378.692735207784
2742,Location 5,3,5,Mg,20419.236408239572
2743,Location 5,4,5,Mg,50474.243901359856
2744,Location 5,5,5,Mg,-88088.34781694437
2745,Location 5,6,5,Mg,27839.380902105673
2746,Location 5,7,5,Mg,-92708.75446057608
2747,Location 5,8,5,Mg,-34770.049728734506
2748,Location 5,9,5,Mg,23432.415584490158
2749,Location 5,10,5,Mg,33571.31520570842
2750,Location 1,1,1,CEC,-71.26563369256634
2751,Location 1,2,1,CEC,9.38891546312994
2752,Location 1,3,1,CEC,164.82454775170692
2753,Location 1,4,1,CEC,-186.18697440917575
2754,Location 1,5,1,CEC,-118.51068783966883
2755,Location 1,6,1,CEC,-126.25457978930709
2756,Location 1,7,1,CEC,-51.48429905622666
2757,Location 1,8,1,CEC,253.3799168900243
2758,Location 1,9,1,CEC,202.16626531526066
2759,Location 1,10,1,CEC,58.807503139745634
2760,Location 1,1,2,CEC,188.31748589231015
2761,Location 1,2,2,CEC,28.180885954121035
2762,Location 1,3,2,CEC,1.6745626573645964
2763,Location 1,4,2,CEC,-92.48896904948221
2764,Location 1,5,2,CEC,255.8335522672812
2765,Location 1,6,2,CEC,-210.31031355133337
2766,Location 1,7,2,CEC,-162.64191623974637
2767,Location 1,8,2,CEC,154.64633574904036
2768,Location 1,9,2,CEC,-96.35223171699523
2769,Location 1,10,2,CEC,68.45690093258
2770,Location 1,1,3,CEC,-119.57143260679433
2771,Location 1,2,3,CEC,-70.26230339249302
2772,Location 1,3,3,CEC,-124.0110680147688
2773,Location 1,4,3,CEC,96.76568188635103
2774,Location 1,5,3,CEC,161.58414796689502
2775,Location 1,6,3,CEC,-139.02760663316337
2776,Location 1,7,3,CEC,-35.09487119585802
2777,Location 1,8,3,CEC,477.3986566353125
2778,Location 1,9,3,CEC,-250.8345458306739
2779,Location 1,10,3,CEC,64.53716470693672
2780,Location 1,1,4,CEC,-286.19995099567427
2781,Location 1,2,4,CEC,-53.21512796127023
2782,Location 1,3,4,CEC,-95.37036908317546
2783,Location 1,4,4,CEC,106.71828861165793
2784,Location 1,5,4,CEC,287.4552080588587
2785,Location 1,6,4,CEC,-63.49922441317062
2786,Location 1,7,4,CEC,-20.686769902491665
2787,Location 1,8,4,CEC,-115.3644489330014
2788,Location 1,9,4,CEC,-201.77260656166038
2789,Location 1,10,4,CEC,192.8171939814148
2790,Location 1,1,5,CEC,-178.10585877085353
2791,Location 1,2,5,CEC,-178.77117976056886
2792,Location 1,3,5,CEC,344.01231389718885
2793,Location 1,4,5,CEC,-272.5771617539199
2794,Location 1,5,5,CEC,-116.95015070733405
2795,Location 1,6,5,CEC,202.47043376823024
2796,Location 1,7,5,CEC,148.00669083038196
2797,Location 1,8,5,CEC,-397.68168512255977
2798,Location 1,9,5,CEC,275.2596159931323
2799,Location 1,10,5,CEC,380.10202990879543
2800,Location 2,1,1,CEC,-258.92194297709375
2801,Location 2,2,1,CEC,-366.0127175904278
2802,Location 2,3,1,CEC,89.20585574673183
2803,Location 2,4,1,CEC,-1.306289182158089
2804,Location 2,5,1,CEC,293.23357164521013
2805,Location 2,6,1,CEC,-228.51536730132293
2806,Location 2,7,1,CEC,40.602582605771744
2807,Location 2,8,1,CEC,231.08623914718623
2808,Location 2,9,1,CEC,17.020998610096754
2809,Location 2,10,1,CEC,-66.16666538232009
2810,Location 2,1,2,CEC,103.98939562803551
2811,Location 2,2,2,CEC,210.44518126990724
2812,Location 2,3,2,CEC,263.3098929277115
2813,Location 2,4,2,CEC,333.4191245029604
2814,Location 2,5,2,CEC,-51.34165795070682
2815,Location 2,6,2,CEC,253.70918899404617
2816,Location 2,7,2,CEC,39.54271316971477
2817,Location 2,8,2,CEC,-194.53011782484796
2818,Location 2,9,2,CEC,-454.4786634497314
2819,Location 2,10,2,CEC,340.6898621457016
2820,Location 2,1,3,CEC,92.17082083966521
2821,Location 2,2,3,CEC,150.24754628814617
2822,Location 2,3,3,CEC,-121.3580441712104
2823,Location 2,4,3,CEC,50.40436188939647
2824,Location 2,5,3,CEC,37.25722274931323
2825,Location 2,6,3,CEC,332.9344790468086
2826,Location 2,7,3,CEC,-220.01907798306655
2827,Location 2,8,3,CEC,-164.59457824000305
2828,Location 2,9,3,CEC,-147.13009216960688
2829,Location 2,10,3,CEC,-189.2632357355798
2830,Location 2,1,4,CEC,-10.063119568164176
2831,Location 2,2,4,CEC,304.00465447573765
2832,Location 2,3,4,CEC,-47.767155763351155
2833,Location 2,4,4,CEC,168.47459914250922
2834,Location 2,5,4,CEC,304.57385326365323
2835,Location 2,6,4,CEC,-698.1830548906996
2836,Location 2,7,4,CEC,117.35743406905196
2837,Location 2,8,4,CEC,-147.0144290841719
2838,Location 2,9,4,CEC,-79.70457565432598
2839,Location 2,10,4,CEC,81.56666403200539
2840,Location 2,1,5,CEC,91.45828207789205
2841,Location 2,2,5,CEC,-152.90110134810382
2842,Location 2,3,5,CEC,-145.9150318265192
2843,Location 2,4,5,CEC,83.88461425196398
2844,Location 2,5,5,CEC,-321.05449745801707
2845,Location 2,6,5,CEC,43.58868716867498
2846,Location 2,7,5,CEC,46.28804075248433
2847,Location 2,8,5,CEC,103.29258214210076
2848,Location 2,9,5,CEC,355.61251816736416
2849,Location 2,10,5,CEC,-73.52191669087766
2850,Location 3,1,1,CEC,-91.0430392175044
2851,Location 3,2,1,CEC,442.1120130281454
2852,Location 3,3,1,CEC,49.307985813729736
2853,Location 3,4,1,CEC,41.078411310249265
2854,Location 3,5,1,CEC,206.79195330622886
2855,Location 3,6,1,CEC,166.62796321679832
2856,Location 3,7,1,CEC,-80.64396532039727
2857,Location 3,8,1,CEC,86.14047825413948
2858,Location 3,9,1,CEC,-58.21900672250479
2859,Location 3,10,1,CEC,191.4914705870909
2860,Location 3,1,2,CEC,88.13762059407661
2861,Location 3,2,2,CEC,137.71768721565954
2862,Location 3,3,2,CEC,-383.1591552803256
2863,Location 3,4,2,CEC,-236.236282532718
2864,Location 3,5,2,CEC,199.57494307112333
2865,Location 3,6,2,CEC,98.15516263919535
2866,Location 3,7,2,CEC,-79.26585101248351
2867,Location 3,8,2,CEC,-38.87702477489569
2868,Location 3,9,2,CEC,165.44985296825664
2869,Location 3,10,2,CEC,68.70885251288222
2870,Location 3,1,3,CEC,-133.57697352559282
2871,Location 3,2,3,CEC,44.068002286437675
2872,Location 3,3,3,CEC,-77.10690137904146
2873,Location 3,4,3,CEC,47.79818079535913
2874,Location 3,5,3,CEC,-272.90282796933394
2875,Location 3,6,3,CEC,-40.18665616769756
2876,Location 3,7,3,CEC,248.34857129645587
2877,Location 3,8,3,CEC,-99.16930469519914
2878,Location 3,9,3,CEC,328.320766052479
2879,Location 3,10,3,CEC,-229.57695260370483
2880,Location 3,1,4,CEC,-62.4156956541471
2881,Location 3,2,4,CEC,210.7819451722368
2882,Location 3,3,4,CEC,67.7569962701063
2883,Location 3,4,4,CEC,-66.41782165858203
2884,Location 3,5,4,CEC,68.02029307324564
2885,Location 3,6,4,CEC,-113.68362382697535
2886,Location 3,7,4,CEC,-175.7521542930428
2887,Location 3,8,4,CEC,434.14222963492307
2888,Location 3,9,4,CEC,-12.178716886291237
2889,Location 3,10,4,CEC,57.00894331760439
2890,Location 3,1,5,CEC,-114.30802305344946
2891,Location 3,2,5,CEC,-68.63397834237304
2892,Location 3,3,5,CEC,434.64205410927354
2893,Location 3,4,5,CEC,-207.04837097355795
2894,Location 3,5,5,CEC,-206.2774672181971
2895,Location 3,6,5,CEC,-80.28657157606543
2896,Location 3,7,5,CEC,84.27012409592274
2897,Location 3,8,5,CEC,-211.16454547590934
2898,Location 3,9,5,CEC,-180.40996115265386
2899,Location 3,10,5,CEC,-236.3765194953624
2900,Location 4,1,1,CEC,56.37774508371267
2901,Location 4,2,1,CEC,-408.83045614920627
2902,Location 4,3,1,CEC,10.012134932249694
2903,Location 4,4,1,CEC,142.2879283490974
2904,Location 4,5,1,CEC,93.44262463381
2905,Location 4,6,1,CEC,-116.07364200859499
2906,Location 4,7,1,CEC,-168.63554459235394
2907,Location 4,8,1,CEC,71.21437920791325
2908,Location 4,9,1,CEC,-171.06755204549117
2909,Location 4,10,1,CEC,72.50322253050045
2910,Location 4,1,2,CEC,9.271380170881352
2911,Location 4,2,2,CEC,22.968045336538324
2912,Location 4,3,2,CEC,315.6571293844032
2913,Location 4,4,2,CEC,-100.19870581315443
2914,Location 4,5,2,CEC,-118.33442759591279
2915,Location 4,6,2,CEC,81.10529073046762
2916,Location 4,7,2,CEC,58.379703614122164
2917,Location 4,8,2,CEC,290.10653450929294
2918,Location 4,9,2,CEC,-117.84830851989531
2919,Location 4,10,2,CEC,75.51157265010784
2920,Location 4,1,3,CEC,291.84054158936095
2921,Location 4,2,3,CEC,197.04430166561983
2922,Location 4,3,3,CEC,-244.5720598226825
2923,Location 4,4,3,CEC,-162.2952286343254
2924,Location 4,5,3,CEC,414.8438600155329
2925,Location 4,6,3,CEC,283.2727263387208
2926,Location 4,7,3,CEC,-349.9355391190266
2927,Location 4,8,3,CEC,-133.5849559710015
2928,Location 4,9,3,CEC,11.114866145855949
2929,Location 4,10,3,CEC,286.17684942992935
2930,Location 4,1,4,CEC,32.33721752172666
2931,Location 4,2,4,CEC,-95.93423969409169
2932,Location 4,3,4,CEC,100.15409740994612
2933,Location 4,4,4,CEC,11.652061335387755
2934,Location 4,5,4,CEC,196.5573629992451
2935,Location 4,6,4,CEC,300.84010257082156
2936,Location 4,7,4,CEC,163.3618138883812
2937,Location 4,8,4,CEC,-233.7282187455499
2938,Location 4,9,4,CEC,-370.41926346982655
2939,Location 4,10,4,CEC,303.8144815813633
2940,Location 4,1,5,CEC,-113.57113544519194
2941,Location 4,2,5,CEC,-173.3967076332468
2942,Location 4,3,5,CEC,80.77440715254714
2943,Location 4,4,5,CEC,-83.78636195557858
2944,Location 4,5,5,CEC,-80.79752389365972
2945,Location 4,6,5,CEC,344.2074221611902
2946,Location 4,7,5,CEC,148.6483449090804
2947,Location 4,8,5,CEC,48.11155999718539
2948,Location 4,9,5,CEC,-169.97671156945682
2949,Location 4,10,5,CEC,-296.94250672100367
2950,Location 5,1,1,CEC,-10.865028425755614
2951,Location 5,2,1,CEC,47.46719406535533
2952,Location 5,3,1,CEC,243.13516673966964
2953,Location 5,4,1,CEC,233.58824510905205
2954,Location 5,5,1,CEC,44.18506451405339
2955,Location 5,6,1,CEC,-90.09365697878732
2956,Location 5,7,1,CEC,-323.6683723549224
2957,Location 5,8,1,CEC,191.60963323148562
2958,Location 5,9,1,CEC,71.11860960570733
2959,Location 5,10,1,CEC,-163.1663607826186
2960,Location 5,1,2,CEC,100.23066498167967
2961,Location 5,2,2,CEC,32.80619667155109
2962,Location 5,3,2,CEC,-112.02547155686605
2963,Location 5,4,2,CEC,105.42944443860706
2964,Location 5,5,2,CEC,22.788749874931018
2965,Location 5,6,2,CEC,-176.79601363836287
2966,Location 5,7,2,CEC,-218.3419231568721
2967,Location 5,8,2,CEC,24.33199684525468
2968,Location 5,9,2,CEC,-18.13142927021921
2969,Location 5,10,2,CEC,-253.21678685581298
2970,Location 5,1,3,CEC,-170.39061567340175
2971,Location 5,2,3,CEC,-129.1218239638905
2972,Location 5,3,3,CEC,394.62206778624375
2973,Location 5,4,3,CEC,-195.19178807988493
2974,Location 5,5,3,CEC,-101.17293413885814
2975,Location 5,6,3,CEC,235.65356258393956
2976,Location 5,7,3,CEC,-340.8536570989011
2977,Location 5,8,3,CEC,-503.4113747539515
2978,Location 5,9,3,CEC,211.7292706467887
2979,Location 5,10,3,CEC,-274.98218058092283
2980,Location 5,1,4,CEC,56.903612942449996
2981,Location 5,2,4,CEC,52.415736890449395
2982,Location 5,3,4,CEC,-233.2256196403177
2983,Location 5,4,4,CEC,333.4225110264261
2984,Location 5,5,4,CEC,335.4645376054271
2985,Location 5,6,4,CEC,105.8387704089785
2986,Location 5,7,4,CEC,277.95687651382895
2987,Location 5,8,4,CEC,362.9606336893846
2988,Location 5,9,4,CEC,-259.7984250485629
2989,Location 5,10,4,CEC,-220.4005111243137
2990,Location 5,1,5,CEC,-73.86590612332206
2991,Location 5,2,5,CEC,-37.72930245997108
2992,Location 5,3,5,CEC,244.20844317627476
2993,Location 5,4,5,CEC,60.66158898280115
2994,Location 5,5,5,CEC,157.5839791237592
2995,Location 5,6,5,CEC,23.718306133821745
2996,Location 5,7,5,CEC,156.76384641893887
2997,Location 5,8,5,CEC,-237.72324346327525
2998,Location 5,9,5,CEC,392.81754623477696
2999,Location 5,10,5,CEC,-374.2385219919493
3000,Location 1,1,1,H_sat,-3.627464467472528
3001,Location 1,2,1,H_sat,247.12144461427644
3002,Location 1,3,1,H_sat,143.22876338384418
3003,Location 1,4,1,H_sat,-19.289196479334947
3004,Location 1,5,1,H_sat,466.9848728950882
3005,Location 1,6,1,H_sat,-198.44830330823643
3006,Location 1,7,1,H_sat,190.28622100230547
3007,Location 1,8,1,H_sat,-631.4031585069221
3008,Location 1,9,1,H_sat,549.8161055177818
3009,Location 1,10,1,H_sat,-96.2270938200281
3010,Location 1,1,2,H_sat,218.84134972335684
3011,Location 1,2,2,H_sat,-279.00595270495955
3012,Location 1,3,2,H_sat,440.6327513740384
3013,Location 1,4,2,H_sat,386.4765289613111
3014,Location 1,5,2,H_sat,204.152983671975
3015,Location 1,6,2,H_sat,-45.129309424318414
3016,Location 1,7,2,H_sat,-233.63295156541733
3017,Location 1,8,2,H_sat,169.10440647511052
3018,Location 1,9,2,H_sat,381.40762358938485
3019,Location 1,10,2,H_sat,-688.724548655925
3020,Location 1,1,3,H_sat,-840.541820824437
3021,Location 1,2,3,H_sat,-86.39337866393274
3022,Location 1,3,3,H_sat,29.31419470286776
3023,Location 1,4,3,H_sat,-71.19762196848518
3024,Location 1,5,3,H_sat,686.9903243032405
3025,Location 1,6,3,H_sat,139.0462180024293
3026,Location 1,7,3,H_sat,650.5051167879984
3027,Location 1,8,3,H_sat,-148.95016529286136
3028,Location 1,9,3,H_sat,490.98345250647077
3029,Location 1,10,3,H_sat,520.0227709989523
3030,Location 1,1,4,H_sat,407.9350669461186
3031,Location 1,2,4,H_sat,793.6200192434304
3032,Location 1,3,4,H_sat,-124.35739115716203
3033,Location 1,4,4,H_sat,596.6941935791451
3034,Location 1,5,4,H_sat,-133.38674905967906
3035,Location 1,6,4,H_sat,-169.18772907312393
3036,Location 1,7,4,H_sat,-450.20645314037705
3037,Location 1,8,4,H_sat,192.25165735346047
3038,Location 1,9,4,H_sat,-119.0767609555914
3039,Location 1,10,4,H_sat,301.31502038526776
3040,Location 1,1,5,H_sat,-352.28623957184874
3041,Location 1,2,5,H_sat,-899.069679031676
3042,Location 1,3,5,H_sat,-1306.07922828651
3043,Location 1,4,5,H_sat,73.32017085127364
3044,Location 1,5,5,H_sat,276.5241338294783
3045,Location 1,6,5,H_sat,-140.08516732994678
3046,Location 1,7,5,H_sat,228.36310567655653
3047,Location 1,8,5,H_sat,-103.4098667286392
3048,Location 1,9,5,H_sat,415.20305053375637
3049,Location 1,10,5,H_sat,447.7087039459266
3050,Location 2,1,1,H_sat,721.244301929732
3051,Location 2,2,1,H_sat,-190.09614519120927
3052,Location 2,3,1,H_sat,355.9664043240987
3053,Location 2,4,1,H_sat,-139.00693967124883
3054,Location 2,5,1,H_sat,233.63453768453616
3055,Location 2,6,1,H_sat,-35.548075567389255
3056,Location 2,7,1,H_sat,-1109.5672184111415
3057,Location 2,8,1,H_sat,388.4894102957977
3058,Location 2,9,1,H_sat,57.019244991393215
3059,Location 2,10,1,H_sat,-311.52839699458536
3060,Location 2,1,2,H_sat,450.7560616815289
3061,Location 2,2,2,H_sat,177.44544124223722
3062,Location 2,3,2,H_sat,167.9333234369038
3063,Location 2,4,2,H_sat,-318.5905467192087
3064,Location 2,5,2,H_sat,329.9991081427174
3065,Location 2,6,2,H_sat,-125.36378862999166
3066,Location 2,7,2,H_sat,-206.31908323155093
3067,Location 2,8,2,H_sat,92.54563086507821
3068,Location 2,9,2,H_sat,-146.7815556521672
3069,Location 2,10,2,H_sat,57.766870209233836
3070,Location 2,1,3,H_sat,212.93830681200637
3071,Location 2,2,3,H_sat,301.80209036383434
3072,Location 2,3,3,H_sat,-99.76264520343477
3073,Location 2,4,3,H_sat,502.8695679622972
3074,Location 2,5,3,H_sat,-33.362657997694185
3075,Location 2,6,3,H_sat,467.43315065923724
3076,Location 2,7,3,H_sat,286.9287069189803
3077,Location 2,8,3,H_sat,27.760319947832503
3078,Location 2,9,3,H_sat,246.80489457590681
3079,Location 2,10,3,H_sat,208.54395439564158
3080,Location 2,1,4,H_sat,362.34117893225425
3081,Location 2,2,4,H_sat,-546.7957332078125
3082,Location 2,3,4,H_sat,135.18101830767446
3083,Location 2,4,4,H_sat,-23.8987664052053
3084,Location 2,5,4,H_sat,-436.9847997545283
3085,Location 2,6,4,H_sat,323.7245328751458
3086,Location 2,7,4,H_sat,432.2165946993
3087,Location 2,8,4,H_sat,221.21012484669635
3088,Location 2,9,4,H_sat,-78.29918679563062
3089,Location 2,10,4,H_sat,99.53367397168654
3090,Location 2,1,5,H_sat,91.41969748301045
3091,Location 2,2,5,H_sat,-484.9024945647622
3092,Location 2,3,5,H_sat,784.872381002163
3093,Location 2,4,5,H_sat,528.5523302026645
3094,Location 2,5,5,H_sat,-234.50794073618232
3095,Location 2,6,5,H_sat,229.71691936687213
3096,Location 2,7,5,H_sat,263.9934382380262
3097,Location 2,8,5,H_sat,-124.41507870572607
3098,Location 2,9,5,H_sat,88.92155727620113
3099,Location 2,10,5,H_sat,-217.00446217504378
3100,Location 3,1,1,H_sat,282.3066675103385
3101,Location 3,2,1,H_sat,188.8333136023086
3102,Location 3,3,1,H_sat,-246.48357735440806
3103,Location 3,4,1,H_sat,-202.87257753705754
3104,Location 3,5,1,H_sat,-82.61643158587489
3105,Location 3,6,1,H_sat,104.56758336391923
3106,Location 3,7,1,H_sat,257.4593179592631
3107,Location 3,8,1,H_sat,-193.148026042538
3108,Location 3,9,1,H_sat,-406.0564664848581
3109,Location 3,10,1,H_sat,648.3604182105305
3110,Location 3,1,2,H_sat,-828.0384428248993
3111,Location 3,2,2,H_sat,-917.7212681887095
3112,Location 3,3,2,H_sat,-391.6620644598858
3113,Location 3,4,2,H_sat,628.8713948540549
3114,Location 3,5,2,H_sat,-451.48135674321225
3115,Location 3,6,2,H_sat,-368.4808616307515
3116,Location 3,7,2,H_sat,-501.5271171859744
3117,Location 3,8,2,H_sat,398.6438381743154
3118,Location 3,9,2,H_sat,90.71011257005222
3119,Location 3,10,2,H_sat,-29.146211621817677
3120,Location 3,1,3,H_sat,-497.74619995049267
3121,Location 3,2,3,H_sat,73.23934965851106
3122,Location 3,3,3,H_sat,-1104.9522251604358
3123,Location 3,4,3,H_sat,-398.82232661873286
3124,Location 3,5,3,H_sat,-348.8113757258128
3125,Location 3,6,3,H_sat,-297.15106212011295
3126,Location 3,7,3,H_sat,-358.5322251314085
3127,Location 3,8,3,H_sat,125.44886019902782
3128,Location 3,9,3,H_sat,-411.2941443141192
3129,Location 3,10,3,H_sat,-221.47273403530306
3130,Location 3,1,4,H_sat,-655.4405419962247
3131,Location 3,2,4,H_sat,-303.5418381165847
3132,Location 3,3,4,H_sat,795.8417389070481
3133,Location 3,4,4,H_sat,-71.82446786830599
3134,Location 3,5,4,H_sat,292.0074180852642
3135,Location 3,6,4,H_sat,-932.5998661215634
3136,Location 3,7,4,H_sat,-788.3924681774695
3137,Location 3,8,4,H_sat,7.410432496191071
3138,Location 3,9,4,H_sat,651.7638377533359
3139,Location 3,10,4,H_sat,-299.60481877685703
3140,Location 3,1,5,H_sat,-125.88200222141984
3141,Location 3,2,5,H_sat,-775.0435484121108
3142,Location 3,3,5,H_sat,480.14739126970284
3143,Location 3,4,5,H_sat,187.8824017142745
3144,Location 3,5,5,H_sat,-122.43572935893323
3145,Location 3,6,5,H_sat,-232.81656350792508
3146,Location 3,7,5,H_sat,247.4552516084998
3147,Location 3,8,5,H_sat,-435.35984653753314
3148,Location 3,9,5,H_sat,314.9711702533331
3149,Location 3,10,5,H_sat,-59.07260580060383
3150,Location 4,1,1,H_sat,-431.57878289973075
3151,Location 4,2,1,H_sat,-524.5417821530757
3152,Location 4,3,1,H_sat,-257.2404612651093
3153,Location 4,4,1,H_sat,-225.949457036624
3154,Location 4,5,1,H_sat,-421.6996407157948
3155,Location 4,6,1,H_sat,41.879185051858194
3156,Location 4,7,1,H_sat,409.35824806184434
3157,Location 4,8,1,H_sat,-745.5593493504125
3158,Location 4,9,1,H_sat,43.93181443906842
3159,Location 4,10,1,H_sat,795.3990128790554
3160,Location 4,1,2,H_sat,258.79345941517494
3161,Location 4,2,2,H_sat,-168.23428167453486
3162,Location 4,3,2,H_sat,516.3378925711362
